"sp","breeding_site","year","nest","nn","first_egg_laid","incubation_start_datetime","nest_found","end_datetime","end_state","lat","lon","site"
"SEPL","barr",2012,"E303",0,"2012-06-20 23:44:00","2012-06-23 23:44:00","2012-06-25 19:07:00","2012-07-17 05:15:00","h",71.3271,-156.673,"known"
"SEPL","barr",2012,"E304",0,"2012-06-30 09:04:00","2012-07-02 09:04:00","2012-07-02 18:22:00","2012-07-19 06:43:00","t",71.3284,-156.666,"known"
"SEPL","barr",2013,"E501",0,"2013-06-08 05:07:00","2013-06-11 05:07:00","2013-06-21 07:30:00","2013-07-06 13:30:00","h",71.3284,-156.665,"known"
"SEPL","barr",2013,"E601",0,"2013-06-08 13:27:00","2013-06-11 13:27:00","2013-06-15 06:51:00","2013-07-05 18:10:00","fl",71.3241,-156.685,"known"
"SEPL","barr",2013,"E801",0,"2013-06-07 13:49:00","2013-06-10 13:49:00","2013-06-12 07:52:00","2013-07-05 07:47:00","h",71.327,-156.675,"known"
"SEPL","barr",2013,"E802",0,"2013-06-06 04:56:00","2013-06-09 04:56:00","2013-06-19 18:09:00","2013-07-05 09:00:00","fl",71.3165,-156.715,"known"
"SESA","barr",2011,"S101",0,"2011-05-29 12:27:00","2011-06-01 12:27:00","2011-06-04 00:00:00","2011-06-26 07:30:00","fl",71.3298,-156.642,"known"
"SESA","barr",2011,"S205",0,"2011-06-01 17:09:00","2011-06-04 17:09:00","2011-06-06 00:00:00","2011-06-26 04:10:00","fl",71.3221,-156.663,"known"
"SESA","barr",2011,"S209",0,"2011-06-19 03:55:00","2011-06-22 03:55:00","2011-06-24 21:12:00","2011-07-10 04:15:00","p",71.3237,-156.664,"known"
"SESA","barr",2011,"S302",0,"2011-06-04 10:45:00","2011-06-07 10:45:00","2011-06-08 11:06:00","2011-06-25 13:00:00","u",71.3279,-156.64,"known"
"SESA","barr",2011,"S303",0,"2011-06-03 05:41:00","2011-06-06 05:41:00","2011-06-08 19:20:00","2011-07-05 03:45:00","d",71.325,-156.669,"known"
"SESA","barr",2011,"S307",0,"2011-06-06 10:41:00","2011-06-09 10:41:00","2011-06-10 19:25:00","2011-07-02 22:50:00","d",71.3262,-156.631,"known"
"SESA","barr",2011,"S320",0,"2011-06-16 01:40:00","2011-06-19 01:40:00","2011-06-20 10:23:00","2011-07-09 08:05:00","fl",71.3267,-156.644,"known"
"SESA","barr",2011,"S503",0,"2011-06-01 20:13:00","2011-06-04 20:13:00","2011-06-06 10:21:00","2011-06-26 10:30:00","fl",71.322,-156.669,"known"
"SESA","barr",2011,"S513",0,"2011-06-15 22:59:00","2011-06-18 22:59:00","2011-06-21 10:48:00","2011-07-11 08:30:00","fl",71.3232,-156.664,"known"
"SESA","barr",2012,"S1001",0,"2012-06-08 17:50:00","2012-06-11 17:50:00","2012-06-13 00:00:00","2012-06-30 10:20:00","fl",71.3195,-156.66,"known"
"SESA","barr",2012,"S1003",0,"2012-06-10 16:47:00","2012-06-13 16:47:00","2012-06-15 18:30:00","2012-07-08 17:46:00","d",71.3218,-156.653,"known"
"SESA","barr",2012,"S110",0,"2012-06-11 06:24:00","2012-06-14 06:24:00","2012-06-15 13:03:00","2012-07-10 21:00:00","d",71.3206,-156.661,"known"
"SESA","barr",2012,"S201",0,"2012-06-08 00:00:00","2012-06-11 00:00:00","2012-06-10 16:05:00","2012-07-03 07:30:00","fl",71.3197,-156.668,"known"
"SESA","barr",2012,"S303",0,"2012-06-15 01:54:00","2012-06-18 01:54:00","2012-06-17 21:24:00","2012-07-08 05:51:00","h",71.326,-156.671,"known"
"SESA","barr",2012,"S310",0,"2012-06-18 03:23:00","2012-06-21 03:23:00","2012-06-23 13:00:00","2012-07-09 20:10:00","d",71.3215,-156.633,"known"
"SESA","barr",2012,"S313",0,"2012-06-19 15:13:00","2012-06-22 15:13:00","2012-06-25 12:10:00","2012-07-13 14:10:00","fl",71.3259,-156.636,"known"
"SESA","barr",2012,"S402",0,"2012-06-05 11:09:00","2012-06-08 11:09:00","2012-06-10 11:39:00","2012-06-23 09:00:00","d",71.3202,-156.674,"known"
"SESA","barr",2012,"S405",0,"2012-06-06 14:53:00","2012-06-09 14:53:00","2012-06-11 16:54:00","2012-07-05 10:10:00","d",71.3263,-156.623,"known"
"SESA","barr",2012,"S409",0,"2012-06-11 03:58:00","2012-06-14 03:58:00","2012-06-18 14:46:00","2012-07-05 20:00:00","fl",71.3292,-156.643,"known"
"SESA","barr",2012,"S413",0,"2012-06-18 01:44:00","2012-06-21 01:44:00","2012-06-23 11:08:00","2012-07-12 08:10:00","fl",71.3268,-156.67,"known"
"SESA","barr",2012,"S507",0,"2012-06-08 22:45:00","2012-06-11 22:45:00","2012-06-15 13:18:00","2012-06-30 19:30:00","p",71.3225,-156.643,"known"
"SESA","barr",2012,"S510",0,"2012-06-15 18:07:00","2012-06-18 18:07:00","2012-06-18 13:05:00","2012-07-07 07:30:00","p",71.3263,-156.668,"known"
"SESA","barr",2012,"S511",0,"2012-06-15 17:46:00","2012-06-18 17:46:00","2012-06-19 16:32:00","2012-07-15 01:50:00","d",71.3248,-156.623,"known"
"SESA","barr",2012,"S514",0,"2012-06-20 00:00:00","2012-06-23 00:00:00","2012-06-22 17:43:00","2012-07-14 09:00:00","fl",71.3228,-156.664,"known"
"SESA","barr",2012,"S602",0,"2012-06-03 21:03:00","2012-06-06 21:03:00","2012-06-09 14:20:00","2012-06-27 18:28:00","h",71.3274,-156.673,"known"
"SESA","barr",2012,"S603",0,"2012-06-04 19:26:00","2012-06-07 19:26:00","2012-06-10 12:43:00","2012-06-21 23:15:00","d",71.3212,-156.677,"known"
"SESA","barr",2012,"S704",0,"2012-05-30 11:57:00","2012-06-02 11:57:00","2012-06-10 18:10:00","2012-07-04 07:55:00","d",71.3242,-156.666,"known"
"SESA","barr",2012,"S706",0,"2012-06-07 15:04:00","2012-06-10 15:04:00","2012-06-11 16:19:00","2012-06-26 05:55:00","d",71.3184,-156.671,"known"
"SESA","barr",2012,"S707",0,"2012-06-07 10:10:00","2012-06-10 10:10:00","2012-06-11 17:32:00","2012-07-02 20:50:00","fl",71.3172,-156.663,"known"
"SESA","barr",2012,"S717",0,"2012-06-21 09:07:00","2012-06-24 09:07:00","2012-06-26 11:08:00","2012-07-13 10:20:00","d",71.3209,-156.665,"known"
"SESA","barr",2012,"S718",0,"2012-06-22 09:37:00","2012-06-25 09:37:00","2012-06-27 11:38:00","2012-07-17 16:05:00","fl",71.3243,-156.643,"known"
"SESA","barr",2012,"S804",0,"2012-06-10 00:00:00","2012-06-13 00:00:00","2012-06-10 17:02:00","2012-07-07 8:35:00","d",71.3195,-156.671,"known"
"SESA","barr",2012,"S809",0,"2012-06-07 09:49:00","2012-06-10 09:49:00","2012-06-12 17:20:00","2012-07-10 07:30:00","d",71.3234,-156.617,"known"
"SESA","barr",2012,"S810",0,"2012-06-04 04:15:00","2012-06-07 04:15:00","2012-06-14 20:46:00","2012-07-10 11:40:00","d",71.323,-156.621,"known"
"SESA","barr",2012,"S811",0,"2012-06-09 06:06:00","2012-06-12 06:06:00","2012-06-15 14:20:00","2012-07-01 16:40:00","h",71.3209,-156.643,"known"
"SESA","barr",2013,"SESA080",1,"2013-06-04 05:00:00","2013-06-07 05:00:00","2013-06-09 12:00:00","2013-06-30 05:00:00","h",71.2402,-156.5458,"known"
"SESA","barr",2013,"SESA082",1,"2013-06-05 05:00:00","2013-06-08 05:00:00","2013-06-10 12:00:00","2013-06-28 22:00:00","h",71.2414,-156.553,"known"
"SESA","barr",2013,"SESA188",1,"2013-06-13 05:00:00","2013-06-16 05:00:00","2013-06-14 12:00:00","2013-07-06 05:00:00","h",71.2451,-156.5598,"known"
"SESA","barr",2013,"SESA190",1,"2013-06-13 05:00:00","2013-06-16 05:00:00","2013-06-14 12:00:00","2013-07-02 05:00:00","p",71.244,-156.553,"known"
"SESA","barr",2013,"SESA196",1,"2013-06-07 07:00:00","2013-06-10 07:00:00","2013-06-24 12:00:00","2013-07-01 07:00:00","h",71.2459,-156.5576,"known"
"SESA","cakr",2013,"SESA016",1,"2013-05-29 05:00:00","2013-05-31 05:00:00","2013-06-12 12:00:00","2013-06-16 05:00:00","p",67.1112,-163.4817,"known"
"SESA","cakr",2013,"SESA039",1,"2013-06-07 05:00:00","2013-06-10 05:00:00","2013-06-10 12:00:00","2013-07-01 16:30:00","h",67.1132,-163.4776,"known"
"SESA","cakr",2013,"SESA052",1,"2013-06-02 05:00:00","2013-06-03 05:00:00","2013-06-06 12:00:00","2013-06-26 05:00:00","h",67.1144,-163.4759,"known"
"SESA","cakr",2013,"SESA066",1,"2013-06-02 05:00:00","2013-06-05 05:00:00","2013-06-07 12:00:00","2013-06-26 05:00:00","h",67.1129,-163.4776,"known"
"SESA","cakr",2014,"SESA050",1,"2014-06-03 05:00:00","2014-06-06 05:00:00","2014-06-05 12:00:00","","u",67.1114,-163.4796,"known"
"SESA","cari",2013,"112SESA",1,"2013-06-12 05:00:00","2013-06-15 05:00:00","2013-06-12 12:00:00","2013-07-09 23:59:00","u",70.118,-145.848,"known"
"SESA","cari",2013,"208SESA",1,"2013-06-12 05:00:00","2013-06-16 05:00:00","2013-06-15 12:00:00","2013-07-05 16:30:00","d",70.1134,-145.8319,"known"
"SESA","cari",2013,"301SESA",1,"2013-06-12 05:00:00","2013-06-16 05:00:00","2013-06-12 12:00:00","2013-06-26 17:20:00","p",70.1122,-145.8324,"known"
"SESA","cari",2013,"406SESA",1,"2013-06-10 05:00:00","2013-06-14 05:00:00","2013-06-14 12:00:00","2013-06-25 05:00:00","p",70.1101,-145.8327,"known"
"SESA","cari",2013,"407SESA",1,"2013-06-12 05:00:00","2013-06-16 05:00:00","2013-06-15 12:00:00","2013-06-24 05:00:00","p",70.1256,-145.8444,"known"
"SESA","cari",2013,"611SESA",1,"2013-06-10 05:00:00","2013-06-14 05:00:00","2013-06-12 12:00:00","2013-06-16 19:00:00","p",70.1188,-145.8409,"known"
"SESA","cari",2013,"617SESA",1,"2013-06-10 05:00:00","2013-06-14 05:00:00","2013-06-12 12:00:00","2013-06-27 18:50:00","p",70.1161,-145.836,"known"
"SESA","cari",2014,"315SESA",1,"2014-06-10 05:00:00","2014-06-13 05:00:00","2014-06-15 12:00:00","2014-07-03 05:00:00","h",70.117,-145.8351,"known"
"SESA","cari",2014,"501SESA",1,"2014-06-09 05:00:00","2014-06-12 05:00:00","","2014-06-16 05:00:00","p",70.1137,-145.8314,"known"
"SESA","cari",2014,"501SESA",2,"2014-06-19 05:00:00","2014-06-22 05:00:00","2014-06-24 12:00:00","2014-07-12 05:00:00","h",70.1137,-145.8314,"known"
"SESA","coat",2013,"SESA205",1,"2013-06-14 05:00:00","2013-06-17 05:00:00","","2013-07-03 22:00:00","p",62.8528,-82.4812,"known"
"SESA","coat",2013,"SESA205",2,"2013-07-04 05:00:00","2013-07-07 05:00:00","","","u",62.8528,-82.4812,"known"
"SESA","coat",2013,"SESA412",1,"2013-06-14 05:00:00","2013-06-17 05:00:00","","2013-07-07 05:00:00","h",62.8533,-82.4829,"known"
"SESA","ikpi",2013,"13ANC032",1,"2013-06-08 05:00:00","2013-06-11 05:00:00","2013-06-13 12:00:00","2013-06-17 05:00:00","p",70.5455,-154.7064,"known"
"SESA","ikpi",2013,"13ANC032",2,"2013-06-22 05:00:00","2013-06-25 05:00:00","","","u",70.5455,-154.7064,"known"
"SESA","ikpi",2013,"13ANC130",1,"2013-06-20 05:00:00","2013-06-23 05:00:00","2013-06-27 12:00:00","2013-07-15 05:00:00","h",70.5545,-154.6887,"known"
"SESA","ikpi",2014,"14RLH020",1,"2014-06-19 05:00:00","2014-06-21 05:00:00","2014-06-22 12:00:00","2014-07-05 05:00:00","p",70.5449,-154.7056,"known"
"SESA","nome",2011,"11SESAEE46",1,"2011-05-26 05:00:00","2011-05-30 05:00:00","2011-06-10 12:00:00","2011-06-19 05:00:00","h",64.4466,-164.9597,"known"
"SESA","nome",2012,"12SESABKS07",1,"2012-06-01 05:00:00","2012-06-04 05:00:00","2012-06-01 12:00:00","2012-06-26 05:00:00","h",64.4471,-164.9421,"known"
"SESA","nome",2012,"12SESADH26",1,"2012-06-01 05:00:00","2012-06-04 05:00:00","2012-06-11 12:00:00","2012-06-13 05:00:00","p",64.4454,-164.9298,"known"
"SESA","nome",2012,"12SESAEK17",1,"2012-06-03 05:00:00","2012-06-06 05:00:00","2012-06-13 12:00:00","","u",64.451,-164.9453,"known"
"SESA","nome",2012,"12SESAMH02",1,"2012-05-29 05:00:00","2012-06-02 05:00:00","2012-05-29 12:00:00","2012-06-23 05:00:00","h",64.4474,-164.932,"known"
"SESA","nome",2012,"12SESAMH18",1,"2012-06-02 05:00:00","2012-06-05 05:00:00","2012-06-03 12:00:00","2012-06-23 05:00:00","h",64.4437,-164.9622,"known"
"SESA","nome",2013,"NA-B243",1,"2013-05-30 05:00:00","2013-06-02 05:00:00","2013-06-04 12:00:00","2013-06-16 05:00:00","d",64.4481,-164.9308,"known"
"SESA","nome",2013,"SESA217",2,"2013-06-14 05:00:00","2013-06-17 05:00:00","","2013-06-28 05:00:00","p",64.4446,-164.93,"known"
"SESA","nome",2013,"SESA224",1,"2013-05-31 05:00:00","2013-06-03 05:00:00","2013-06-06 12:00:00","2013-06-10 05:00:00","p",64.4443,-164.9577,"known"
"SESA","nome",2013,"SESA224",2,"2013-06-15 05:00:00","2013-06-18 05:00:00","","2013-06-30 07:00:00","p",64.4443,-164.9577,"known"
"SESA","nome",2013,"SESA322",1,"2013-06-01 05:00:00","2013-06-04 05:00:00","2013-06-05 12:00:00","2013-06-15 05:00:00","p",64.4458,-164.9409,"known"
"SESA","nome",2013,"SESA404",1,"2013-06-01 05:00:00","2013-06-04 05:00:00","2013-06-07 12:00:00","2013-06-23 17:10:00","p",64.4441,-164.9451,"known"
"SESA","nome",2014,"SESA131",1,"2014-05-28 05:00:00","2014-05-31 05:00:00","2014-06-08 12:00:00","2014-06-16 05:00:00","d",64.4463,-164.9402,"known"
"SNPL","ceut",2006,"A01",1,"2006-04-24 05:00:00","2006-04-27 05:00:00","2006-05-02 12:00:00","2006-05-31 05:00:00","d",23.9083,-106.958,"known"
"SNPL","ceut",2006,"B03",1,"2006-04-22 05:00:00","2006-04-25 05:00:00","2006-05-03 12:00:00","2006-05-13 05:00:00","d",23.9138,-106.9639,"known"
"SNPL","ceut",2006,"C03",1,"2006-04-26 05:00:00","2006-04-29 05:00:00","2006-05-07 12:00:00","2006-05-20 05:00:00","p",23.9153,-106.9604,"known"
"SNPL","ceut",2006,"C105",1,"2006-04-29 05:00:00","2006-05-02 05:00:00","2006-05-05 12:00:00","2006-05-27 05:00:00","h",23.9172,-106.9608,"known"
"SNPL","ceut",2006,"C107",1,"2006-05-09 05:00:00","2006-05-12 05:00:00","2006-05-12 12:00:00","2006-05-27 05:00:00","p",23.9143,-106.9618,"known"
"SNPL","ceut",2006,"C211",1,"2006-05-28 05:00:00","2006-05-31 05:00:00","2006-06-07 12:00:00","2006-06-25 05:00:00","h",23.9143,-106.9618,"known"
"SNPL","ceut",2006,"C24",1,"2006-06-18 05:00:00","2006-06-21 05:00:00","2006-06-22 12:00:00","","u",23.9152,-106.9596,"known"
"SNPL","ceut",2006,"C32",1,"2006-06-17 05:00:00","2006-06-20 05:00:00","2006-06-23 12:00:00","","u",23.9169,-106.9584,"known"
"SNPL","ceut",2006,"D05",1,"2006-05-12 05:00:00","2006-05-15 05:00:00","2006-05-16 12:00:00","2006-06-10 05:00:00","p",23.9219,-106.9652,"known"
"SNPL","ceut",2006,"D07",1,"2006-05-21 05:00:00","2006-05-24 05:00:00","2006-05-21 12:00:00","2006-06-18 05:00:00","h",23.9202,-106.9632,"known"
"SNPL","ceut",2006,"D10",1,"2006-05-17 05:00:00","2006-05-20 05:00:00","2006-05-23 12:00:00","2006-06-10 05:00:00","p",23.9146,-106.9664,"known"
"SNPL","ceut",2006,"D101",1,"2006-05-03 05:00:00","2006-05-06 05:00:00","2006-05-04 12:00:00","","u",23.9215,-106.9642,"known"
"SNPL","ceut",2006,"D203",1,"2006-05-31 05:00:00","2006-06-03 05:00:00","2006-06-06 12:00:00","2006-06-28 05:00:00","h",23.9199,-106.9627,"known"
"SNPL","ceut",2006,"D28",1,"2006-06-02 05:00:00","2006-06-05 05:00:00","2006-06-16 12:00:00","2006-06-30 05:00:00","h",23.9153,-106.9657,"known"
"SNPL","ceut",2006,"D35",1,"2006-06-06 05:00:00","2006-06-09 05:00:00","2006-06-17 12:00:00","2006-07-04 05:00:00","h",23.9206,-106.9637,"known"
"SNPL","ceut",2006,"D36",1,"2006-05-31 05:00:00","2006-06-03 05:00:00","2006-06-17 12:00:00","2006-06-28 05:00:00","h",23.9214,-106.9647,"known"
"SNPL","ceut",2006,"D37",1,"2006-06-10 05:00:00","2006-06-13 05:00:00","2006-06-19 12:00:00","2006-07-08 05:00:00","h",23.9205,-106.9634,"known"
"SNPL","ceut",2006,"E02",1,"2006-05-30 05:00:00","2006-06-02 05:00:00","2006-06-06 12:00:00","2006-06-25 05:00:00","p",23.9161,-106.9565,"known"
"TBPL","fais",2008,"P107",1,"2008-11-15 05:00:00","2008-11-19 05:00:00","2008-11-27 12:00:00","2008-12-14 05:00:00","d",-52.4322,-59.1005,"known"
"TBPL","fais",2008,"P108",1,"2008-11-15 05:00:00","2008-11-19 05:00:00","2008-11-28 12:00:00","2008-12-27 05:00:00","h",-52.4322,-59.1005,"known"
"TBPL","fais",2008,"P111",1,"2008-11-15 05:00:00","2008-11-19 05:00:00","2008-12-01 12:00:00","2008-12-22 05:00:00","h",-52.4322,-59.1005,"known"
"TBPL","fais",2008,"P120",1,"2008-12-01 05:00:00","2008-12-05 05:00:00","2008-12-14 12:00:00","","u",-52.4322,-59.1005,"known"
"TBPL","fais",2008,"P71",1,"2008-10-24 05:00:00","2008-10-28 05:00:00","2008-11-02 12:00:00","2008-11-17 05:00:00","d",-52.4322,-59.1005,"known"
"TBPL","fais",2008,"P92",1,"2008-11-07 05:00:00","2008-11-11 05:00:00","2008-11-20 12:00:00","2008-12-14 05:00:00","h",-52.4322,-59.1005,"known"
"WESA","barr",2013,"W402",0,"2013-06-21 20:59:00","2013-06-24 20:59:00","2013-07-03 15:06:00","2013-07-11 07:33:00","t",71.3203,-156.605,"known"
"WESA","barr",2013,"W501",0,"2013-06-18 05:00:00","2013-06-22 05:00:00","2013-06-18 16:07:00","2013-07-12 08:15:00","h",71.3178,-156.664,"known"
"WESA","barr",2013,"W504",0,"2013-06-19 07:46:00","2013-06-22 07:46:00","2013-06-24 08:25:00","2013-07-12 07:03:00","t",71.3183,-156.644,"known"
"WESA","barr",2013,"W505",0,"2013-06-12 16:33:00","2013-06-15 16:33:00","2013-06-28 17:54:00","2013-07-06 13:35:00","d",71.3224,-156.654,"known"
"WESA","barr",2013,"W506",0,"2013-06-20 14:27:00","2013-06-23 14:27:00","2013-06-28 19:30:00","2013-07-12 09:02:00","t",71.3176,-156.651,"known"
"WESA","barr",2013,"W507",0,"2013-06-13 10:26:00","2013-06-16 10:26:00","2013-06-29 11:47:00","2013-07-12 08:32:00","h",71.3233,-156.666,"known"
"WESA","barr",2013,"W508",0,"2013-06-19 00:05:00","2013-06-22 00:05:00","2013-06-29 17:17:00","2013-07-12 07:29:00","t",71.3165,-156.645,"known"
"WESA","barr",2013,"W511",0,"2013-06-17 14:46:00","2013-06-20 14:46:00","2013-07-01 13:29:00","2013-07-11 00:10:00","d",71.3156,-156.64,"known"
"WESA","barr",2013,"W512",0,"2013-06-16 13:47:00","2013-06-19 13:47:00","2013-07-01 22:15:00","2013-07-12 07:48:00","t",71.3113,-156.656,"known"
"WESA","barr",2013,"W513",0,"2013-06-19 05:21:00","2013-06-22 05:21:00","2013-07-02 11:12:00","2013-07-11 18:16:00","t",71.3278,-156.626,"known"
"WESA","barr",2013,"W517",0,"2013-06-19 15:50:00","2013-06-22 15:50:00","2013-07-05 17:11:00","2013-07-12 07:54:00","fl",71.31,-156.657,"known"
"WESA","barr",2013,"W701",0,"2013-06-16 20:23:00","2013-06-19 20:23:00","2013-06-23 16:35:00","2013-07-11 19:11:00","t",71.3212,-156.626,"known"
"WESA","barr",2013,"W702",0,"2013-06-18 03:21:00","2013-06-21 03:21:00","2013-07-02 14:53:00","2013-07-07 23:15:00","d",71.3215,-156.627,"known"
"WESA","barr",2013,"W801",0,"2013-06-13 22:36:00","2013-06-16 22:36:00","2013-06-24 09:00:00","2013-07-12 06:55:00","h",71.3178,-156.64,"known"
"WESA","barr",2013,"W802",0,"2013-06-14 11:26:00","2013-06-17 11:26:00","2013-06-25 21:22:00","2013-07-11 19:00:00","h",71.3195,-156.659,"known"
"WESA","barr",2013,"W803",0,"2013-06-17 20:26:00","2013-06-20 20:26:00","2013-07-03 21:47:00","2013-07-12 07:48:00","t",71.3105,-156.665,"known"
"WESA","barr",2013,"W805",0,"2013-06-24 01:35:00","2013-06-27 01:35:00","2013-07-05 19:42:00","2013-07-11 18:50:00","t",71.318,-156.661,"known"
"WESA","nome",2011,"11WESAEE39",1,"2011-05-24 05:00:00","2011-05-27 05:00:00","2011-06-05 12:00:00","2011-06-16 05:00:00","h",64.4443,-164.9624,"known"
"WESA","nome",2012,"12WESABKS03",1,"2012-05-26 05:00:00","2012-05-29 05:00:00","2012-05-30 12:00:00","2012-06-27 18:00:00","p",64.4456,-164.942,"known"
"WESA","nome",2012,"12WESADH03",1,"2012-05-29 05:00:00","2012-06-01 05:00:00","2012-05-29 12:00:00","2012-06-22 23:00:00","h",64.4455,-164.9318,"known"
"WESA","nome",2012,"12WESADH09",1,"2012-05-29 05:00:00","2012-06-01 05:00:00","2012-06-02 12:00:00","2012-06-22 05:00:00","h",64.4473,-164.941,"known"
"WESA","nome",2012,"12WESADH17",1,"2012-05-30 05:00:00","2012-06-02 05:00:00","2012-06-05 12:00:00","2012-06-23 05:00:00","h",64.4453,-164.9329,"known"
"WESA","nome",2012,"12WESAMH01",1,"2012-05-29 05:00:00","2012-06-01 05:00:00","2012-05-29 12:00:00","2012-06-22 05:00:00","h",64.4447,-164.9566,"known"
"WHIM","isla",2012,"303",1,"2012-05-26 05:00:00","2012-05-29 05:00:00","2012-06-08 12:00:00","2012-06-20 04:00:00","p",63.7811,-20.2318,"known"
"WHIM","isla",2012,"306",1,"2012-06-06 05:00:00","2012-06-09 05:00:00","2012-06-14 12:00:00","","u",63.7885,-20.1905,"known"
"WHIM","isla",2012,"309",1,"2012-05-30 05:00:00","2012-05-31 05:00:00","2012-06-14 12:00:00","","u",63.7816,-20.1878,"known"
"WHIM","isla",2013,"303",1,"2013-05-17 05:00:00","2013-05-20 05:00:00","2013-06-15 12:00:00","2013-06-15 15:00:00","h",63.7817,-20.2302,"known"
"WHIM","isla",2013,"305",1,"2013-06-05 05:00:00","2013-06-08 05:00:00","2013-06-15 12:00:00","","p",63.7795,-20.231,"known"
"WHIM","isla",2013,"306",1,"2013-05-23 05:00:00","2013-05-26 05:00:00","2013-06-06 12:00:00","2013-06-07 23:00:00","p",63.7882,-20.1912,"known"
"WHIM","isla",2013,"311",1,"2013-05-26 05:00:00","2013-05-29 05:00:00","2013-06-15 12:00:00","","u",63.7771,-20.1667,"known"
"WHIM","isla",2013,"WH303_IS2013",0,"2013-05-29 14:56:00","2013-06-01 14:56:00","2013-06-06 13:58:00","2013-06-20 19:20:00","p",63.8574,-20.2308,"known"
"WHIM","isla",2013,"WH305_IS2013",0,"2013-05-29 21:01:00","2013-06-01 21:01:00","2013-06-06 20:03:00","2013-06-23 16:00:00","t",63.8673,-20.2815,"known"
"WHIM","isla",2013,"WH307_IS2013",0,"2013-06-06 02:38:00","2013-06-09 02:38:00","2013-06-12 15:40:00","2013-06-23 17:00:00","t",63.8505,-20.2723,"known"
"WHIM","isla",2013,"WH309_IS2013",0,"2013-06-04 14:36:00","2013-06-07 14:36:00","2013-06-17 12:45:00","2013-06-24 12:00:00","t",63.7885,-20.1905,"known"
"WHIM","isla",2013,"WH501_IS2013",0,"2013-05-21 21:54:00","2013-05-24 21:54:00","2013-05-25 08:22:00","2013-06-20 05:30:00","p",63.9318,-21.1744,"known"
"WHIM","isla",2013,"WH903_IS2013",0,"2013-05-29 16:17:00","2013-06-01 16:17:00","2013-06-08 14:50:00","2013-06-24 12:00:00","t",63.9288,-21.1635,"known"
"WILL","gand",2010,"A08",1,"","","2010-05-17 16:10:00","2010-05-29 07:30:00","f",39.2765,-75.2404,"known"
"WILL","gand",2010,"A14",1,"","","2010-05-27 12:30:00","2010-06-10 10:25:00","p",39.2835,-75.2305,"known"
"WILL","gand",2010,"B05",2,"2010-05-19 05:00:00","2010-05-22 05:00:00","","2010-06-05 05:00:00","p",39.2775,-75.2426,"known"
"WILL","gand",2010,"B05",1,"","","2010-05-10 12:00:00","2010-05-15 12:00:00","p",39.2775,-75.2426,"known"
"WILL","gand",2010,"B12",1,"2010-05-13 05:00:00","2010-05-16 05:00:00","2010-05-16 10:27:00","2010-06-13 14:30:00","h",39.2807,-75.2411,"known"
"WILL","gand",2010,"B13",2,"2010-05-27 05:00:00","2010-05-30 05:00:00","","2010-06-27 05:00:00","h",39.2815,-75.2393,"known"
"WILL","gand",2010,"B13",1,"","","2010-05-16 13:42:00","2010-05-22 11:17:00","p",39.2815,-75.2393,"known"
"WILL","gand",2010,"B25",1,"","","2010-06-03 14:25:00","2010-06-25 05:00:00","u",39.2783,-75.2416,"known"
"WILL","gand",2011,"C01",2,"2011-05-18 05:00:00","2011-05-21 05:00:00","","2011-06-18 05:00:00","h",39.2805,-75.2407,"known"
"WILL","gand",2011,"C01",1,"2011-05-03 05:00:00","2011-05-06 05:00:00","2011-05-05 12:00:00","2011-05-12 05:00:00","d",39.2805,-75.2407,"known"
"WILL","gand",2011,"C06",1,"","","2011-05-22 12:57:00","2011-06-07 18:00:00","p",39.2844,-75.229,"known"
"WILL","gand",2011,"C08",1,"","","2011-05-22 13:44:00","2011-06-09 05:00:00","u",39.2836,-75.2284,"known"
"WILL","gand",2011,"C11",1,"2011-05-05 05:00:00","2011-05-08 05:00:00","2011-05-24 16:17:00","2011-06-10 05:00:00","u",39.2816,-75.2387,"known"
"WILL","gand",2011,"D06",1,"2011-05-02 05:00:00","2011-05-05 05:00:00","","2011-05-29 10:55:00","h",39.2775,-75.2426,"known"
"WILL","gand",2011,"D07",2,"2011-05-27 05:00:00","2011-05-30 05:00:00","","2011-06-06 05:00:00","p",39.2831,-75.232,"known"
"WILL","gand",2011,"D07",1,"","","2011-05-10 12:00:00","2011-05-21 18:00:00","d",39.2831,-75.232,"known"
"WILL","gand",2011,"NA-E02",2,"2011-05-21 05:00:00","2011-05-24 05:00:00","","2011-06-06 18:00:00","p",39.2844,-75.2295,"known"
"WILL","gand",2012,"E01",1,"2012-04-30 05:00:00","2012-05-03 05:00:00","2012-05-14 14:00:00","2012-06-02 11:55:01","p",39.2844,-75.2295,"known"
"WILL","gand",2012,"E11",1,"2012-05-08 05:00:00","2012-05-11 05:00:00","2012-05-14 12:00:00","2012-06-02 05:00:00","f",39.2834,-75.2319,"known"
"WILL","gand",2012,"F03",1,"2012-05-09 05:00:00","2012-05-12 05:00:00","2012-05-14 12:00:00","2012-06-02 05:00:00","p",39.2816,-75.2387,"known"
"WILL","gand",2012,"NA-C01",1,"2012-04-28 05:00:00","2012-05-01 05:00:00","","2012-05-07 05:00:00","p",39.2805,-75.2407,"known"
"WILL","gand",2012,"NA-C01",2,"2012-05-13 00:00:00","2012-05-16 00:00:00","","2012-05-30 05:00:00","p",39.2805,-75.2407,"known"
