"sp","breeding_site","year","nest","nn","first_egg_laid","incubation_start_datetime","nest_found","end_datetime","end_state","lat","lon","site"
"KEPL","tuzl",1997,"1997-D-74",1,"1997-05-24 05:00:00","1997-05-27 05:00:00","1997-05-24 12:00:00","1997-06-15 05:00:00","p",36.72,35.04,"known"
"KEPL","tuzl",1997,"1997-D-76",1,"1997-05-23 05:00:00","1997-05-26 05:00:00","1997-05-24 12:00:00","1997-06-20 15:00:00","h",36.72,35.04,"known"
"LBDO","barr",2009,"LD301",0,"2009-06-11 22:50:00","2009-06-14 22:50:00","2009-06-15 00:00:00","2009-07-08 02:30:00","h",71.3216,-156.65,"known"
"LBDO","barr",2009,"LD401",0,"2009-06-24 05:00:00","2009-06-27 05:00:00","2009-06-27 00:00:00","2009-07-13 13:10:00","d",71.3188,-156.662,"known"
"LBDO","barr",2011,"L401",0,"2011-06-23 05:00:00","2011-06-26 05:00:00","2011-06-25 15:12:00","2011-07-15 06:15:00","t",71.3223,-156.633,"known"
"LBDO","barr",2012,"L301",0,"2012-06-21 04:08:00","2012-06-24 04:08:00","2012-07-05 13:22:00","2012-07-13 05:15:00","fl",71.3236,-156.63,"known"
"LBDO","barr",2013,"L501",0,"2013-06-13 05:00:00","2013-06-16 05:00:00","2013-06-15 13:20:00","2013-07-08 04:15:00","fl",71.3199,-156.653,"known"
"LBDO","barr",2013,"L702",0,"2013-06-24 00:34:00","2013-06-27 00:34:00","2013-07-03 18:39:00","2013-07-08 14:30:00","p",71.3279,-156.609,"known"
"LBDO","barr",2013,"L703",0,"2013-06-24 13:20:00","2013-06-27 13:20:00","2013-07-03 19:02:00","2013-07-06 18:40:00","p",71.326,-156.605,"known"
"LBDO","barr",2013,"L802",0,"2013-06-23 05:00:00","2013-06-26 05:00:00","2013-06-25 05:42:00","2013-07-12 08:39:00","t",71.3227,-156.635,"known"
"LBDO","barr",2013,"L804",0,"2013-06-17 17:45:00","2013-06-20 17:45:00","2013-07-01 10:22:00","2013-07-04 03:15:00","p",71.3198,-156.652,"known"
"LEYE","anch",2011,"NA_13910",1,"2011-05-26 05:00:00","2011-05-29 05:00:00","","","u",61.174,-150.051,"known"
"LRPL","czrp",2014,"LR504_CZ2014",0,"2014-04-18 23:50:00","2014-04-21 23:50:00","2014-04-24 09:45:00","2014-05-15 22:50:00","fl",49.0337,14.3565,"known"
"LRPL","czrp",2014,"LR507_CZ2014",0,"2014-04-15 08:45:00","2014-04-18 08:45:00","2014-04-26 18:59:00","2014-05-16 07:30:00","fl",48.9745,14.374,"known"
"LRPL","czrp",2014,"LR508_CZ2014",0,"2014-04-15 04:46:00","2014-04-18 04:46:00","2014-04-29 08:59:00","2014-05-15 08:00:00","fl",49.1082,14.3475,"known"
"LRPL","czrp",2014,"LR511_CZ2014",0,"2014-04-23 21:44:00","2014-04-26 21:44:00","2014-05-02 17:37:00","2014-05-23 14:00:00","fl",49.1244,14.3338,"known"
"LRPL","czrp",2014,"LR512_CZ2014",0,"2014-04-29 11:32:00","2014-05-02 11:32:00","2014-05-03 11:52:00","2014-05-27 20:15:00","p",49.1252,14.3304,"known"
"LRPL","czrp",2014,"LR903_CZ2014",0,"2014-04-15 17:51:00","2014-04-18 17:51:00","2014-04-28 11:02:00","2014-05-14 11:00:00","fl",48.9873,14.4175,"known"
"LRPL","czrp",2014,"LR904_CZ2014",0,"2014-04-14 14:39:00","2014-04-17 14:39:00","2014-04-28 11:17:00","2014-05-14 09:00:00","fl",48.9883,14.4183,"known"
"LRPL","czrp",2014,"LR905_CZ2014",0,"2014-04-20 00:49:00","2014-04-23 00:49:00","2014-04-29 16:30:00","2014-05-17 20:15:00","fl",48.9876,14.4183,"known"
"LRPL","czrp",2014,"LR906_CZ2014",0,"2014-04-19 09:13:00","2014-04-22 09:13:00","2014-05-03 13:59:00","2014-05-13 22:10:00","p",49.0347,14.3563,"known"
"LRPL","czrp",2014,"LR907_CZ2014",0,"2014-04-19 18:26:00","2014-04-22 18:26:00","2014-05-03 15:04:00","2014-05-17 22:15:00","p",49.0316,14.3522,"known"
"LRPL","czrp",2014,"LR909_CZ2014",0,"2014-05-04 05:00:00","2014-05-07 05:00:00","2014-05-04 13:45:00","2014-06-02 11:20:00","fl",49.1073,14.2946,"known"
"LRPL","czrp",2014,"LR910_CZ2014",0,"2014-04-24 08:12:00","2014-04-27 08:12:00","2014-05-04 13:45:00","2014-05-11 22:00:00","p",48.9973,14.3648,"known"
"LRPL","czrp",2014,"LR911_CZ2014",0,"2014-04-22 15:52:00","2014-04-25 15:52:00","2014-05-05 17:11:00","2014-05-19 02:59:00","p",48.9975,14.3635,"known"
"LRPL","czrp",2014,"LR913_CZ2014",0,"2014-04-25 14:41:00","2014-04-28 14:41:00","2014-05-12 11:32:00","2014-05-19 15:15:00","fl",49.0396,14.3396,"known"
"LRPL","czrp",2014,"LR915_CZ2014",0,"2014-05-02 13:41:00","2014-05-05 13:41:00","2014-05-16 18:27:00","2014-05-27 23:45:00","p",49.1266,14.3294,"known"
"LRPL","czrp",2014,"LR916_CZ2014",0,"2014-05-21 05:00:00","2014-05-24 05:00:00","2014-05-23 19:23:00","2014-06-16 20:05:00","fl",49.1227,14.3334,"known"
"NOLA","czrp",2009,"1",1,"2009-05-19 05:00:00","2009-05-22 05:00:00","","2009-06-17 09:00:00","h",49.9,15.9833,"known"
"NOLA","czrp",2010,"6",1,"2010-05-07 05:00:00","2010-05-10 05:00:00","","2010-06-06 18:25:00","h",49.9,15.9833,"known"
"NOLA","czrp",2010,"7",1,"2010-05-06 05:00:00","2010-05-09 05:00:00","","2010-06-06 14:39:00","h",49.9,15.9833,"known"
"NOLA","czrp",2010,"9",1,"2010-05-11 05:00:00","2010-05-14 05:00:00","","2010-05-27 21:46:00","p",49.9,15.9833,"known"
"NOLA","czrp",2011,"10",1,"2011-04-14 05:00:00","2011-04-17 05:00:00","","2011-05-13 16:30:00","fl",49.9,15.9833,"known"
"NOLA","czrp",2011,"12",1,"2011-04-27 05:00:00","2011-04-30 05:00:00","","2011-05-26 15:20:00","h",49.9,15.9833,"known"
"OYST","isla",2013,"O502_IS2013",0,"2013-05-06 13:35:00","2013-05-08 13:35:00","2013-05-18 15:58:00","2013-06-03 10:30:00","fl",63.9303,-21.164,"known"
"OYST","isla",2013,"O503_IS2013",0,"2013-04-28 13:46:00","2013-04-30 13:46:00","2013-05-18 17:02:00","2013-05-26 11:20:00","fl",63.9261,-21.1665,"known"
"OYST","isla",2013,"O504_IS2013",0,"2013-05-06 15:32:00","2013-05-08 15:32:00","2013-05-18 17:55:00","2013-05-28 23:50:00","p",63.9323,-21.1739,"known"
"OYST","isla",2013,"O505_IS2013",0,"2013-05-05 01:45:00","2013-05-07 01:45:00","2013-05-18 18:43:00","2013-05-29 08:30:00","fl",63.926,-21.1648,"known"
"OYST","isla",2014,"OYC09_IS2014",1,"2014-05-01 05:00:00","2014-05-03 05:00:00","2014-05-19 12:00:00","2014-05-30 10:15:00","fl",63.9312,-21.1722,"known"
"OYST","isla",2014,"OYC10_IS2014",1,"2014-05-09 05:00:00","2014-05-11 05:00:00","2014-05-21 12:00:00","2014-06-03 14:50:00","fl",63.9204,-21.1165,"known"
"OYST","isla",2014,"OYC32_IS2014",1,"2014-05-03 05:00:00","2014-05-05 05:00:00","2014-05-19 12:00:00","2014-05-31 19:30:00","h",63.8528,-21.1154,"known"
"OYST","isla",2014,"OYCX_IS2014",1,"2014-05-08 05:00:00","2014-05-10 05:00:00","2014-05-16 12:00:00","2014-05-18 05:00:00","p",63.9288,-21.1699,"known"
"OYST","neth",2010,"O_1",1,"2010-05-14 05:00:00","2010-05-17 05:00:00","","2010-06-13 05:00:00","h",53.4775,6.2297,"known"
"OYST","neth",2010,"O_2",1,"2010-05-16 05:00:00","2010-05-18 05:00:00","","2010-06-14 18:49:00","h",53.4775,6.23,"known"
"OYST","neth",2010,"O_3",1,"2010-05-16 05:00:00","2010-05-18 05:00:00","","2010-06-13 18:00:00","h",53.4775,6.2294,"known"
"OYST","neth",2010,"O_4",1,"2010-05-16 05:00:00","2010-05-19 05:00:00","","2010-06-14 05:00:00","h",53.4781,6.2326,"known"
"OYST","neth",2010,"O_5",1,"2010-05-20 05:00:00","2010-05-24 05:00:00","","2013-06-23 17:55:00","t",53.478,6.2321,"known"
"OYST","neth",2010,"O_6",1,"2010-05-19 05:00:00","2010-05-21 05:00:00","","2010-06-15 05:00:00","h",53.4773,6.2304,"known"
"OYST","neth",2010,"O_7",1,"2010-05-23 05:00:00","2010-05-26 05:00:00","","2010-06-14 19:00:00","p",53.4775,6.2303,"known"
"OYST","neth",2010,"O_8",1,"2010-05-30 05:00:00","2010-06-02 05:00:00","","2010-06-11 19:00:00","p",53.4778,6.2312,"known"
"PAGP","ahklun mountains",2010,"E-DL9537",1,"2010-05-28 05:00:00","2010-06-01 05:00:00","","2010-06-12 11:00:00","p",59.36,-161.01,"estimated"
"PAGP","ahklun mountains",2010,"E-DL9537",2,"2010-06-19 05:00:00","2010-06-22 05:00:00","","2010-06-27 02:00:00","p",59.36,-161.01,"estimated"
"PAGP","ahklun mountains",2012,"E-B2079",1,"2012-06-06 05:00:00","2012-06-09 05:00:00","","2012-06-13 03:00:00","p",59.5,-159,"estimated"
"PAGP","ahklun mountains",2012,"E-B2080",1,"2012-05-23 05:00:00","2012-05-26 05:00:00","","2012-06-22 05:00:00","h",59.0051,-161.7633,"estimated"
"PAGP","ahklun mountains",2013,"E-B2080",1,"2013-05-25 05:00:00","2013-05-28 05:00:00","","2013-06-19 05:00:00","p",59.0051,-161.7633,"estimated"
"PAGP","ahklun mountains",2013,"E-B2080",2,"2013-06-16 05:00:00","2013-06-19 05:00:00","","2013-07-11 05:00:00","h",59.0051,-161.7633,"estimated"
"PAGP","bethel",2010,"E-DL9541",1,"2010-05-19 05:00:00","2010-05-22 05:00:00","","2010-06-05 19:30:00","p",61.4049,-159.7595,"estimated"
"PAGP","bethel",2010,"E-DL9541",2,"2010-06-09 05:00:00","2010-06-12 05:00:00","","2010-07-14 05:00:00","h",61.4049,-159.7595,"estimated"
"PAGP","bethel",2010,"E-DL9545",1,"2010-05-17 05:00:00","2010-05-20 05:00:00","","2010-06-18 06:00:00","h",61.364,-159.3685,"estimated"
"PAGP","bethel",2012,"E-2210",1,"2012-06-01 05:00:00","2012-06-04 05:00:00","","2012-06-30 07:00:00","h",61,-161,"estimated"
"PAGP","bethel",2013,"E-2210",1,"2013-05-28 05:00:00","2013-05-31 05:00:00","","2013-07-03 07:00:00","h",61,-161,"estimated"
"PAGP","kuskokwim river",2010,"E-DL9539",1,"2010-05-24 05:00:00","2010-05-27 05:00:00","","2010-06-23 17:00:00","h",60.2354,-160.4588,"estimated"
"PAGP","kuskokwim river",2012,"E-B081",1,"2012-05-23 05:00:00","2012-05-26 05:00:00","","2012-06-22 07:00:00","h",60.5,-161.8,"estimated"
"PAGP","kuskokwim river",2013,"E-B081",2,"2013-06-09 05:00:00","2013-06-12 05:00:00","","2013-07-10 05:00:00","h",60.5,-161.8,"estimated"
"PAGP","marshall",2010,"E-DL5944",1,"2010-06-02 05:00:00","2010-06-05 05:00:00","","2010-07-01 01:00:00","h",62.095,-161.7538,"estimated"
"PAGP","mein",2012,"BROOD J",1,"2012-06-11 05:00:00","2012-06-14 05:00:00","","2012-07-10 18:00:00","h",62.5553,177.0022,"known"
"PAGP","mein",2013,"17",1,"2013-06-06 07:50:00","2013-06-09 07:50:00","2013-06-09 05:45:00","2013-07-04 07:50:00","h",62.5646,177.0613,"known"
"PAGP","mein",2013,"19",1,"2013-06-04 05:45:00","2013-06-07 05:45:00","2013-06-21 04:15:00","2013-07-02 05:45:00","h",62.6223,177.0115,"known"
"PAGP","mein",2014,"30",1,"2014-06-08 05:00:00","2014-06-11 05:00:00","2014-06-22 01:00:00","","u",62.6227,177.013,"known"
"PAGP","mein",2014,"BROOD",1,"2014-06-07 05:00:00","2014-06-10 05:00:00","","2014-07-06 21:00:00","h",62.6227,177.013,"known"
"PAGP","nunivak island",2012,"E-B2072",1,"2012-06-08 05:00:00","2012-06-11 05:00:00","","2012-06-30 13:00:00","h",60.2824,-166.3686,"estimated"
"PAGP","onemen zaliv",2012,"E-B2077",1,"2012-06-10 05:00:00","2012-06-13 05:00:00","","2012-07-02 13:00:00","p",65.3,175.8,"estimated"
"PAGP","seward",2012,"E-B2076",1,"2012-06-02 05:00:00","2012-06-05 05:00:00","","2012-07-05 22:00:00","h",65.6,-158.8,"estimated"
"PAGP","st. lawrence island",2012,"E-B2075",1,"2012-06-02 05:00:00","2012-06-05 05:00:00","","2012-06-27 13:00:00","p",63.5599,-171.5218,"estimated"
"REDS","isla",2013,"RE901_IS2013",0,"2013-05-17 12:23:00","2013-05-20 12:23:00","2013-06-04 10:30:00","2013-06-15 08:15:00","fl",63.9204,-21.0913,"known"
"REDS","isla",2013,"RE902_IS2013",0,"2013-05-26 17:47:00","2013-05-29 17:47:00","2013-06-08 16:00:00","2013-06-24 10:00:00","t",63.8928,-21.3071,"known"
"REDS","neth",2012,"RE002_NL2012",0,"2012-04-17 00:00:00","2012-04-20 00:00:00","2012-04-20 00:00:00","2012-05-04 22:20:00","p",52.8861,4.919,"known"
"REDS","neth",2012,"RE003_NL2012",0,"2012-04-18 00:00:00","2012-04-21 00:00:00","2012-04-23 00:00:00","2012-05-17 05:10:00","fl",52.9025,4.9388,"known"
"REDS","neth",2012,"RE005_NL2012",0,"2012-04-20 00:00:00","2012-04-23 00:00:00","2012-04-20 00:00:00","2012-05-19 09:00:00","fl",52.9004,4.9294,"known"
"REDS","neth",2012,"RE006_NL2012",0,"2012-04-25 00:00:00","2012-04-28 00:00:00","2012-05-06 00:00:00","2012-05-24 08:05:00","h",52.886,4.9275,"known"
"REDS","neth",2012,"RE007_NL2012",0,"2012-04-12 00:00:00","2012-04-15 00:00:00","2012-04-16 00:00:00","2012-05-10 06:00:00","fl",52.9006,4.9303,"known"
"REDS","neth",2014,"RE101_NL2014",0,"2014-04-08 00:00:00","2014-04-11 07:00:00","2014-04-09 00:00:00","2014-05-06 07:15:00","fl",52.9003,4.9306,"known"
"REDS","neth",2014,"RE103_NL2014",0,"2014-04-17 00:47:00","2014-04-20 00:47:00","2014-04-22 00:00:00","2014-05-09 21:50:00","p",52.9,4.9294,"known"
"REDS","neth",2014,"RE107_NL2014",0,"2014-04-23 20:26:00","2014-04-29 05:00:00","2014-04-23 20:26:00","2014-05-26 07:00:00","fl",52.9006,4.9314,"known"
"REDS","neth",2014,"RE108_NL2014",0,"2014-04-23 14:01:00","2014-04-26 05:00:00","2014-04-25 14:01:00","2014-05-20 06:20:00","fl",52.9271,5.0216,"known"
"REDS","neth",2014,"RE110_NL2014",0,"2014-04-26 00:00:00","2014-04-30 07:00:00","2014-04-26 00:00:00","2014-05-28 14:20:00","fl",52.9009,4.9334,"known"
"REDS","neth",2014,"RE111_NL2014",0,"2014-04-23 00:22:00","2014-04-26 00:22:00","2014-04-26 09:40:00","2014-05-19 14:00:00","fl",52.902,4.9374,"known"
"REDS","neth",2014,"RE113_NL2014",0,"2014-04-24 23:17:00","2014-04-27 23:17:00","2014-04-28 08:35:00","2014-05-24 08:40:00","fl",52.9009,4.9328,"known"
"REDS","neth",2014,"RE114_NL2014",0,"2014-04-22 22:23:00","2014-04-25 22:23:00","2014-04-28 18:12:00","2014-05-16 05:58:00","fl",52.9001,4.9295,"known"
"REDS","neth",2014,"RE116_NL2014",0,"2014-04-28 05:00:00","2014-05-01 05:00:00","2014-05-07 17:15:00","2014-05-23 15:48:00","h",52.8998,4.9281,"known"
"REDS","neth",2014,"RE121_NL2014",0,"2014-04-28 17:29:00","2014-05-01 17:29:00","2014-05-13 10:27:00","2014-05-27 04:05:00","fl",52.9008,4.9338,"known"
"REDS","neth",2014,"RE123_NL2014",0,"2014-04-29 20:53:00","2014-05-02 20:53:00","2014-05-17 19:00:00","2014-05-23 13:00:00","fl",52.9267,5.0216,"known"
"REDS","neth",2014,"RE205_NL2014",0,"2014-04-20 08:32:00","2014-04-23 08:32:00","2014-04-23 14:58:00","2014-05-16 11:00:00","h",52.9009,4.9341,"known"
"REDS","neth",2014,"RE212_NL2014",0,"2014-04-26 11:41:00","2014-04-29 11:41:00","2014-05-10 17:10:00","2014-05-25 05:45:00","fl",52.8848,4.9265,"known"
"REDS","neth",2014,"RE214_NL2014",0,"2014-05-12 11:56:00","2014-05-14 11:56:00","2014-05-12 15:55:00","2014-06-04 23:30:00","p",52.8979,4.9198,"known"
"REDS","neth",2014,"RE302_NL2014",0,"2014-04-28 08:41:00","2014-05-01 05:00:00","2014-04-28 08:41:00","2014-05-28 09:35:00","fl",52.9008,4.9331,"known"
"REKN","baffin island",2009,"E-DBYOY",1,"2009-06-28 05:00:00","2009-07-01 05:00:00","","2009-07-25 22:00:00","h",72.2,-84.2,"estimated"
"REKN","baffin island",2010,"E-COD058",1,"2010-06-23 05:00:00","2010-06-26 05:00:00","","2010-07-05 18:00:00","p",72.2,-84.2,"estimated"
"REKN","baffin island south",2010,"E-FL3NY2",1,"2010-07-01 05:00:00","2010-07-04 05:00:00","","2010-07-24 05:00:00","h",70,-77.631,"estimated"
"REKN","boothia pen",2009,"E-DBYOU",1,"2009-06-17 05:00:00","2009-06-20 05:00:00","","2009-07-07 04:00:00","p",68,-92,"estimated"
"REKN","boothia pen",2010,"E-ARJUT",1,"2010-06-16 05:00:00","2010-06-19 05:00:00","","2010-07-07 02:00:00","p",68,-94,"estimated"
"REKN","boothia pen",2010,"E-COD010",1,"2010-06-20 05:00:00","2010-06-23 05:00:00","","2010-07-12 03:00:00","p",68,-92,"estimated"
"REKN","boothia pen",2010,"E-COD016",1,"2010-07-08 05:00:00","2010-07-11 05:00:00","","2010-07-29 04:00:00","h",68,-94,"estimated"
"REKN","boothia pen",2010,"E-DB1VL2",1,"2010-07-03 05:00:00","2010-07-06 05:00:00","","2010-07-19 08:10:00","p",68,-92,"estimated"
"REKN","boothia pen",2010,"E-FLC6J",1,"2010-06-16 05:00:00","2010-06-19 05:00:00","","2010-07-13 23:00:00","h",68,-92,"estimated"
"REKN","boothia pen",2010,"E-FLEA6",1,"2010-06-19 05:00:00","2010-06-22 05:00:00","","2010-07-12 02:00:00","h",68,-92,"estimated"
"REKN","boothia pen",2010,"E-TEX7ML",1,"2010-06-26 05:00:00","2010-06-29 05:00:00","","2010-07-19 09:00:00","h",68,-94,"estimated"
"REKN","boothia pen",2010,"E-TEX8ML",1,"2010-06-17 05:00:00","2010-06-20 05:00:00","","2010-07-10 10:00:00","h",68,-94,"estimated"
"REKN","mein",2011,"1",1,"2011-05-31 05:00:00","2011-06-03 05:00:00","2011-06-01 02:15:00","2011-06-24 21:50:00","h",62.5565,177.1499,"known"
"REKN","mein",2012,"BROOD Q",1,"2012-05-31 05:00:00","2012-06-03 05:00:00","","2012-06-26 02:30:00","h",62.5537,177.1791,"known"
"REKN","mein",2012,"BROOD R",1,"2012-06-07 05:00:00","2012-06-10 05:00:00","","2012-07-04 03:00:00","h",62.5565,177.1499,"known"
"REKN","melvine pen",2009,"E-DB3HE",1,"2009-06-15 05:00:00","2009-06-18 05:00:00","","2009-07-12 19:00:00","h",66.5,-88.3,"estimated"
"REKN","melvine pen",2010,"E-TEX3PY",1,"2010-06-18 05:00:00","2010-06-21 05:00:00","","2010-07-01 09:00:00","p",66.5,-92,"estimated"
"REKN","melvine pen",2010,"E-TEX6AH",1,"2010-06-21 05:00:00","2010-06-24 05:00:00","","2010-07-14 08:00:00","h",66.5,-92,"estimated"
"REKN","nome",2010,"JAJ001",1,"","","2010-06-14 12:00:00","2010-07-02 05:00:00","u",64.8176,-166.009,"known"
"REKN","nome",2011,"JRC002",1,"2011-06-09 05:00:00","2011-06-13 05:00:00","2011-06-09 12:00:00","2011-06-24 05:00:00","p",64.8378,-166.082,"known"
"REKN","nome",2012,"NHLE001",1,"2012-05-25 05:00:00","2012-05-28 05:00:00","2012-05-25 12:00:00","2012-06-15 05:00:00","p",64.8378,-166.082,"known"
"REKN","taim",1994,"2",1,"1994-06-24 05:00:00","1994-06-27 05:00:00","","1994-07-10 18:52:00","p",75.4167,89.1333,"known"
"REKN","taim",1994,"3",1,"1994-06-22 05:00:00","1994-06-25 05:00:00","","1994-07-11 09:00:00","p",75.4167,89.1333,"known"
"REKN","taim",1994,"4",1,"1994-06-25 05:00:00","1994-06-28 05:00:00","","1994-07-11 04:09:00","p",75.4167,89.1333,"known"
"REKN","taim",1994,"7",1,"1994-06-22 05:00:00","1994-06-25 05:00:00","","1994-07-11 09:16:00","p",75.4167,89.1333,"known"
"REKN","taim",1994,"10",1,"1994-06-22 05:00:00","1994-06-25 05:00:00","","1994-07-11 11:55:00","p",75.4167,89.1333,"known"
"RIPL","isla",2013,"RI102_IS2013",0,"2013-05-13 04:30:00","2013-05-16 04:30:00","2013-05-27 09:45:00","2013-05-31 13:45:00","p",63.9313,-21.1745,"known"
"RIPL","isla",2013,"RI103_IS2013",0,"2013-05-14 02:54:00","2013-05-17 02:54:00","2013-05-27 10:10:00","2013-05-31 16:00:00","p",63.931,-21.17,"known"
"RIPL","isla",2013,"RI301_IS2013",0,"2013-05-23 02:39:00","2013-05-26 02:39:00","2013-06-05 09:55:00","2013-06-22 07:10:00","fl",63.9198,-21.1137,"known"
"RIPL","isla",2013,"RI302_IS2013",0,"2013-05-30 14:04:00","2013-06-02 14:04:00","2013-06-10 18:50:00","2013-06-17 00:10:00","p",63.9264,-21.0329,"known"
"RIPL","isla",2013,"RI401_IS2013",0,"2013-05-18 23:08:00","2013-05-21 23:08:00","2013-05-28 13:37:00","2013-06-16 12:00:00","u",63.9261,-21.1686,"known"
"RIPL","isla",2013,"RI501_IS2013",0,"2013-05-23 19:24:00","2013-05-26 19:24:00","2013-05-28 13:00:00","2013-06-19 12:30:00","p",63.9274,-21.1626,"known"
"RIPL","isla",2013,"RI902_IS2013",0,"2013-06-05 09:14:00","2013-06-08 09:14:00","2013-06-12 17:07:00","2013-06-23 17:24:00","t",63.8545,-20.2633,"known"
"RIPL","mein",2013,"36",1,"2013-05-29 05:00:00","2013-06-02 05:00:00","2013-06-02 05:45:00","2013-06-27 22:30:00","h",62.5673,177.0736,"known"
"RIPL","mein",2013,"37",1,"2013-06-04 01:30:00","2013-06-07 01:30:00","2013-06-03 22:45:00","2013-06-30 01:30:00","h",62.5739,177.0656,"known"
"RUTU","barr",2009,"T401",0,"2009-06-20 05:00:00","2009-06-23 05:00:00","2009-06-23 08:00:00","2009-07-13 05:00:00","h",71.321,-156.669,"known"
"RUTU","barr",2012,"R401",0,"2012-06-24 05:49:00","2012-06-27 05:49:00","2012-07-04 20:15:00","2012-07-14 06:47:00","h",71.3242,-156.619,"known"
"RUTU","sois",2010,"RUDM02",1,"2010-06-15 05:00:00","2010-06-18 05:00:00","2010-06-28 12:00:00","2010-07-09 05:00:00","h",63.9959,-81.7294,"known"
"RUTU","sois",2011,"NA-21232",1,"2011-07-03 05:00:00","2011-07-06 05:00:00","","2011-07-29 03:00:00","h",63.9959,-81.7294,"known"
"RUTU","sois",2011,"RTM03",1,"2011-06-22 17:00:00","2011-06-25 17:00:00","2011-06-26 12:00:00","2011-07-20 17:00:00","h",63.9979,-81.7286,"known"
"RUTU","sois",2012,"RUM03",2,"2012-06-16 17:00:00","2012-06-19 17:00:00","2012-07-05 12:00:00","2012-07-12 17:00:00","p",63.9985,-81.7268,"known"
"RUTU","yana bay",2009,"E-9Y",1,"2009-06-23 05:00:00","2009-06-26 05:00:00","","2009-07-16 11:00:00","p",71,137,"estimated"
"RUTU","yana bay",2009,"E-ANC",1,"2009-06-26 05:00:00","2009-06-29 05:00:00","","2009-07-29 05:00:00","h",71,137,"estimated"
"RUTU","yana bay",2010,"E-ANE",1,"2010-06-12 05:00:00","2010-06-15 05:00:00","","2010-06-26 17:00:00","p",71,137,"estimated"
"RUTU","yana bay",2010,"E-CMT",1,"2010-06-28 05:00:00","2010-07-01 05:00:00","","2010-07-24 10:00:00","h",71,137,"estimated"
"RUTU","yana bay",2010,"E-KM",1,"2010-06-14 05:00:00","2010-06-17 05:00:00","","2010-07-09 05:00:00","h",71,137,"estimated"
"RUTU","yana bay",2011,"E-KM",1,"2011-06-09 05:00:00","2011-06-12 05:00:00","","2011-07-04 06:00:00","h",71,137,"estimated"
"RUTU","yana bay",2011,"E-KN",1,"2011-06-12 05:00:00","2011-06-15 05:00:00","","2011-06-19 03:30:00","p",71,137,"estimated"
"RUTU","yana bay",2011,"E-KN",2,"2011-06-21 05:00:00","2011-06-24 05:00:00","","2011-07-18 05:00:00","h",71,137,"estimated"
"RUTU","yana bay",2011,"E-KU",1,"2011-06-08 05:00:00","2011-06-11 05:00:00","","2011-07-07 05:00:00","h",71,137,"estimated"
"RUTU","yana bay",2011,"E-NK",1,"2011-06-12 05:00:00","2011-06-15 05:00:00","","2011-06-24 14:00:00","p",71,137,"estimated"
"RUTU","yana bay",2011,"E-NK",2,"2011-06-30 05:00:00","2011-07-03 05:00:00","","2011-07-25 05:00:00","h",71,137,"estimated"
"RUTU","yana bay",2011,"E-NR",1,"2011-06-22 05:00:00","2011-06-25 05:00:00","","2011-07-16 03:00:00","h",71,137,"estimated"
"RUTU","yana bay",2011,"E-WA",1,"2011-06-22 05:00:00","2011-06-25 05:00:00","","2011-07-11 05:00:00","p",71,137,"estimated"
"RUTU","yana bay",2011,"E-YD",1,"2011-06-12 05:00:00","2011-06-15 05:00:00","","2011-07-08 23:00:00","h",71,137,"estimated"
"RUTU","yana bay",2011,"E-ZV",1,"2011-06-11 05:00:00","2011-06-14 05:00:00","","2011-06-18 02:00:00","p",71,137,"estimated"
"RUTU","yana bay",2011,"E-ZV",2,"2011-06-20 05:00:00","2011-06-23 05:00:00","","2011-07-16 03:00:00","h",71,137,"estimated"
"RUTU","yana bay",2012,"E-CVW",1,"2012-06-10 05:00:00","2012-06-13 05:00:00","","2012-07-06 09:00:00","h",71,137,"estimated"
"RUTU","yana bay",2012,"E-NR",1,"2012-06-10 05:00:00","2012-06-13 05:00:00","","2012-06-21 20:00:00","p",71,137,"estimated"
"RUTU","yana bay",2012,"E-ZSJ",1,"2012-06-13 05:00:00","2012-06-16 05:00:00","","2012-07-03 22:00:00","p",71,137,"estimated"
"SAND","new siberian islands",2012,"E-2N",1,"2012-07-07 05:00:00","2012-07-09 05:00:00","","2012-08-07 08:00:00","h",75.4151,144.4561,"estimated"
"SAND","new siberian islands",2012,"E-6Y",1,"2012-06-19 05:00:00","2012-06-22 05:00:00","","","u",75.4151,144.4561,"estimated"
"SAND","zack",2007,"S09",1,"2007-06-09 05:00:00","2007-06-12 05:00:00","2007-06-21 12:00:00","2007-07-04 11:00:00","fl",74.5093,-20.4679,"known"
"SAND","zack",2007,"S24",1,"2007-06-28 05:00:00","2007-07-01 05:00:00","2007-07-03 12:00:00","2007-07-12 23:45:00","p",74.4604,-20.5905,"known"
"SAND","zack",2007,"S30",1,"2007-06-26 05:00:00","2007-06-29 05:00:00","2007-07-06 12:00:00","2007-07-20 05:30:00","fl",74.4655,-20.5623,"known"
"SBDO","anch",2011,"S2",1,"2011-05-19 15:47:00","2011-05-22 15:47:00","","2011-06-13 15:47:00","h",61.1,-149.91,"known"
"SEPL","barr",2011,"P701",0,"2011-06-19 07:09:00","2011-06-22 07:09:00","2011-07-11 14:07:00","2011-07-16 05:09:00","h",71.3274,-156.671,"known"
"SEPL","barr",2012,"E301",0,"2012-06-12 06:38:00","2012-06-14 06:38:00","2012-06-23 20:30:00","2012-07-07 06:30:00","h",71.3258,-156.681,"known"
